gid	RNAkb	gene	firstRPKM	expandedRPKM	finalRPKM	fractionMulti
100038992	1.022	LOC100038992	0.00	0.00	0.44	1.00
100038993	2.680	LOC100038993	0.00	0.00	0.69	1.00
100038995	3.331	LOC100038995	0.00	0.00	0.00	0.00
100038996	0.539	LOC100038996	0.00	0.00	0.44	1.00
100038997	0.829	LOC100038997	0.00	0.00	0.00	0.00
100038999	0.793	LOC100038999	0.37	0.34	2.67	0.90
100039000	3.696	LOC100039000	0.00	0.00	0.07	1.00
100039001	2.373	LOC100039001	0.29	0.24	0.19	0.00
100039002	0.697	LOC100039002	0.00	0.00	0.00	0.00
100039003	0.719	LOC100039003	0.00	0.00	0.00	0.00
100039004	0.463	LOC100039004	0.00	0.00	0.00	0.00
100039005	3.221	LOC100039005	0.00	0.00	0.00	0.00
100039006	5.308	LOC100039006	0.09	0.08	0.10	0.36
100039007	0.328	LOC100039007	0.10	0.09	0.07	0.00
100039008	0.989	LOC100039008	339.78	315.17	783.19	0.69
100039010	2.735	LOC100039010	0.00	0.00	0.00	0.00
100039011	1.066	LOC100039011	0.00	0.00	0.00	0.00
100039012	2.208	LOC100039012	0.00	0.00	0.00	0.00
100039014	1.769	LOC100039014	0.00	0.00	0.00	0.00
100039015	1.319	LOC100039015	0.00	0.00	0.00	0.00
100039016	1.065	LOC100039016	0.15	0.11	0.09	0.00
100039017	1.205	LOC100039017	0.00	0.00	0.02	1.00
100039018	0.318	LOC100039018	0.00	0.00	0.00	0.00
100039019	4.594	LOC100039019	0.22	0.20	0.83	0.81
100039020	1.027	LOC100039020	0.03	0.03	0.09	0.75
100039021	0.859	LOC100039021	0.00	0.00	0.00	0.00
100039023	2.335	LOC100039023	0.00	0.00	0.02	1.00
100039024	2.169	LOC100039024	0.00	0.00	0.00	0.00
100039025	0.429	LOC100039025	0.00	0.00	0.00	0.00
100039026	2.709	LOC100039026	0.22	0.20	1.92	0.92
100039027	0.994	LOC100039027	0.00	0.03	0.54	0.96
100039028	1.078	LOC100039028	114.60	98.91	449.28	0.83
100039029	1.319	LOC100039029	0.00	0.00	0.00	0.00
100039030	1.093	LOC100039030	0.00	0.00	0.00	0.00
100039031	3.965	LOC100039031	0.00	0.00	0.00	0.00
100039032	26.978	LOC100039032	0.00	0.00	0.00	0.00
100039034	1.770	LOC100039034	0.00	0.00	0.00	0.00
100039035	0.681	LOC100039035	0.00	0.00	0.00	0.00
100039036	0.747	LOC100039036	0.00	0.00	4.03	1.00
100039037	7.543	LOC100039037	0.00	0.00	0.00	0.00
100039038	0.441	LOC100039038	0.00	0.00	0.00	0.00
100039039	2.882	LOC100039039	0.03	0.03	0.03	0.26
100039040	0.315	LOC100039040	0.00	0.00	0.00	0.00
100039041	0.180	LOC100039041	0.00	0.00	0.00	0.00
100039042	1.848	LOC100039042	0.00	0.00	0.01	1.00
100039043	1.810	LOC100039043	0.02	0.02	0.02	0.00
100039044	2.472	LOC100039044	0.07	0.06	0.18	0.74
100039045	10.793	LOC100039045	0.00	0.00	0.00	1.00
100039046	11.882	LOC100039046	0.02	0.02	0.02	0.28
100039047	0.988	LOC100039047	0.11	0.15	0.16	0.29
100039048	1.281	LOC100039048	0.00	0.00	0.00	0.00
100039049	3.815	LOC100039049	0.00	0.00	0.02	1.00
100039050	62.708	LOC100039050	0.01	0.01	0.02	0.55
100039051	0.574	LOC100039051	0.00	0.00	0.00	0.00
100039052	1.634	LOC100039052	0.00	0.00	0.00	0.00
100039053	0.794	LOC100039053	0.00	0.00	0.06	1.00
100039054	0.929	LOC100039054	7.72	7.16	80.75	0.93
100039055	17.665	LOC100039055	0.00	0.00	0.01	1.00
100039056	1.769	LOC100039056	0.00	0.00	0.00	0.00
100039057	1.190	LOC100039057	0.00	0.00	0.00	0.00
100039058	1.487	LOC100039058	0.00	0.00	0.00	0.00
100039059	3.359	LOC100039059	0.00	0.00	0.00	0.00
100039060	1.205	LOC100039060	0.00	0.00	0.02	1.00
100039061	0.955	LOC100039061	0.00	0.00	0.00	0.00
100039062	1.419	LOC100039062	0.09	0.08	0.29	0.79
100039063	4.580	LOC100039063	0.00	0.00	0.54	1.00
100039064	0.289	LOC100039064	0.34	0.31	2.93	0.92
100039065	1.097	LOC100039065	0.00	0.00	0.00	0.00
100039066	2.786	LOC100039066	0.00	0.00	0.00	0.00
100039067	4.004	LOC100039067	0.00	0.00	0.00	0.00
100039068	2.699	LOC100039068	0.00	0.00	0.00	0.00
100039069	6.863	LOC100039069	0.03	0.03	0.04	0.37
100039070	1.959	LOC100039070	0.03	0.03	0.06	0.61
100039072	0.333	LOC100039072	0.00	0.00	0.00	0.00
100039073	2.849	LOC100039073	0.00	0.00	0.00	0.00
100039074	0.630	LOC100039074	0.00	0.00	0.00	0.00
100039075	2.520	LOC100039075	0.00	0.00	0.00	0.00
100039076	0.788	LOC100039076	0.00	0.00	0.03	1.00
100039077	1.556	LOC100039077	0.00	0.00	0.00	0.00
100039078	1.457	LOC100039078	0.02	0.02	0.45	0.97
100039079	0.276	LOC100039079	0.00	0.00	0.43	1.00
100039080	3.053	LOC100039080	0.02	0.02	0.04	0.60
100039081	1.625	LOC100039081	0.00	0.00	0.00	0.00
100039082	1.106	LOC100039082	0.00	0.00	0.00	0.00
100039083	0.290	LOC100039083	0.34	0.31	0.40	0.40
100039084	1.980	LOC100039084	0.00	0.00	0.00	0.00
100039085	8.169	LOC100039085	0.00	0.00	0.01	1.00
100039086	0.486	LOC100039086	2.27	2.11	11.44	0.86
100039087	2.892	LOC100039087	0.00	0.00	0.00	0.00
100039088	0.650	LOC100039088	0.00	0.00	0.00	0.00
100039089	0.984	LOC100039089	2.97	2.75	48.93	0.96
100039090	2.211	LOC100039090	0.00	0.00	0.00	0.00
100039091	4.878	LOC100039091	0.00	0.00	0.00	0.00
100039092	1.562	LOC100039092	1.36	0.79	0.69	0.11
100039093	107.721	LOC100039093	0.00	0.00	0.03	1.00
100039094	0.776	LOC100039094	0.04	0.04	0.03	0.00
100039095	0.417	LOC100039095	0.00	0.00	0.00	0.00
100039096	2.851	LOC100039096	0.00	0.00	0.00	0.00
100039097	2.618	LOC100039097	0.00	0.00	0.00	0.00
100039098	2.525	LOC100039098	0.00	0.00	0.00	0.00
100039099	1.925	LOC100039099	0.03	0.03	0.04	0.34
100039100	1.849	LOC100039100	0.00	0.00	0.00	0.00
100039101	0.650	LOC100039101	0.00	0.00	0.00	0.00
100039102	0.448	LOC100039102	0.00	0.00	0.00	0.00
100039103	2.189	LOC100039103	0.00	0.00	0.00	0.00
100039104	47.801	LOC100039104	0.02	0.02	0.02	0.34
100039105	6.489	LOC100039105	0.02	0.02	0.05	0.68
100039106	11.659	LOC100039106	0.03	0.03	0.08	0.70
100039108	0.693	LOC100039108	0.00	0.00	0.00	0.00
100039109	0.240	LOC100039109	0.00	0.00	0.00	0.00
100039110	0.727	LOC100039110	1.08	2.44	1.97	0.03
100039111	0.502	LOC100039111	0.00	0.00	0.00	0.00
100039112	0.369	LOC100039112	0.00	0.00	0.00	0.00
100039113	0.725	LOC100039113	0.00	0.00	0.00	0.00
100039114	0.647	LOC100039114	0.00	0.00	0.00	0.00
100039115	0.443	LOC100039115	0.00	0.00	0.00	0.00
100039116	0.986	LOC100039116	0.59	0.55	35.13	0.99
100039117	2.046	LOC100039117	0.03	0.03	0.03	0.33
100039118	1.991	LOC100039118	0.05	0.05	0.06	0.38
100039119	0.858	LOC100039119	0.00	0.00	0.00	0.00
100039120	1.095	LOC100039120	0.00	0.00	0.00	0.00
100039121	34.583	LOC100039121	0.01	0.01	0.02	0.53
100039122	0.554	LOC100039122	0.00	0.00	0.00	0.00
100039123	4.506	LOC100039123	0.05	0.05	0.13	0.69
100039124	18.357	LOC100039124	0.01	0.01	0.03	0.74
100039125	1.197	LOC100039125	0.05	0.05	0.04	0.00
100039126	10.344	LOC100039126	0.00	0.00	0.00	0.00
100039127	2.849	LOC100039127	0.00	0.00	0.00	0.00
100039128	1.186	LOC100039128	0.00	0.00	0.00	0.00
100039129	2.526	LOC100039129	0.01	0.01	0.03	0.70
100039130	0.427	LOC100039130	0.00	0.00	0.00	0.00
100039131	0.870	LOC100039131	0.00	0.00	0.46	1.00
100039133	3.300	LOC100039133	0.08	0.07	1.76	0.97
100039134	1.579	LOC100039134	0.04	0.04	0.12	0.74
100039135	0.314	LOC100039135	0.00	0.00	0.00	0.00
100039136	1.136	LOC100039136	0.00	0.00	0.00	0.00
100039137	11.675	LOC100039137	0.05	0.05	0.06	0.32
100039138	0.378	LOC100039138	0.09	0.08	0.06	0.00
100039139	1.057	LOC100039139	5.69	5.98	4.68	0.00
100039140	3.004	LOC100039140	0.01	0.01	0.05	0.83
100039141	0.984	LOC100039141	0.00	0.00	0.00	0.00
100039142	3.001	LOC100039142	0.10	0.09	0.42	0.83
100039143	0.435	LOC100039143	0.00	0.00	0.00	0.00
100039144	0.578	LOC100039144	0.00	0.00	0.00	0.00
100039145	0.525	LOC100039145	0.00	0.00	0.00	0.00
100039146	5.405	LOC100039146	0.00	0.00	0.01	1.00
100039147	29.446	LOC100039147	0.00	0.00	0.00	0.00
100039148	0.621	LOC100039148	0.00	0.00	0.00	0.00
100039149	1.041	LOC100039149	0.81	0.26	0.20	0.00
100039150	1.030	LOC100039150	0.00	0.82	37.26	0.98
100039151	0.468	LOC100039151	0.07	0.06	0.05	0.00
100039152	0.829	LOC100039152	0.00	0.00	0.00	0.00
100039153	1.044	LOC100039153	0.00	0.00	0.00	0.00
100039154	2.179	LOC100039154	0.01	0.01	0.05	0.85
100039155	2.004	LOC100039155	0.00	0.00	0.00	0.00
100039156	11.562	LOC100039156	0.00	0.00	0.75	1.00
100039157	1.072	LOC100039157	0.03	0.03	0.02	0.00
100039158	1.550	LOC100039158	0.00	0.00	0.02	1.00
100039159	0.402	LOC100039159	0.00	0.00	0.00	0.00
100039160	0.379	LOC100039160	0.00	0.00	0.00	0.00
100039161	1.654	LOC100039161	0.00	0.00	0.00	0.00
100039162	1.850	LOC100039162	0.00	0.00	0.01	1.00
100039163	1.016	LOC100039163	0.89	0.83	1.21	0.46
100039164	1.093	LOC100039164	0.00	0.00	0.00	0.00
100039165	9.725	LOC100039165	0.00	0.00	0.00	0.00
100039166	3.037	LOC100039166	0.00	0.00	0.01	1.00
100039167	0.386	LOC100039167	0.00	0.00	0.67	1.00
100039168	0.703	LOC100039168	0.00	0.00	0.10	1.00
100039169	19.760	LOC100039169	0.01	0.01	0.01	0.43
100039170	1.663	LOC100039170	0.00	0.00	0.00	0.00
100039171	2.847	LOC100039171	0.00	0.00	0.00	0.00
100039172	15.106	LOC100039172	0.00	0.00	0.00	0.00
100039173	2.411	LOC100039173	5.44	2.61	2.37	0.14
100039174	1.156	LOC100039174	0.00	0.00	16.82	1.00
100039175	1.553	LOC100039175	0.00	0.00	0.45	1.00
100039176	0.560	LOC100039176	0.00	0.00	0.04	1.00
100039177	0.985	LOC100039177	3.00	2.78	52.02	0.96
100039178	0.725	LOC100039178	0.00	0.00	0.00	0.00
100039179	0.459	LOC100039179	0.00	0.00	0.00	0.00
100039181	0.994	LOC100039181	0.00	0.00	0.00	0.00
100039182	0.840	LOC100039182	0.00	0.00	0.03	1.00
100039183	1.530	LOC100039183	0.00	0.00	0.00	0.00
100039184	0.284	LOC100039184	0.00	0.00	0.00	0.00
100039185	0.285	LOC100039185	0.00	0.00	0.00	0.00
100039186	32.393	LOC100039186	0.01	0.01	0.01	0.32
100039187	0.379	LOC100039187	0.09	0.08	0.06	0.00
100039188	0.629	LOC100039188	0.00	0.00	0.00	0.00
100039190	0.436	LOC100039190	0.00	0.00	0.05	1.00
100039191	0.419	LOC100039191	0.00	0.00	0.00	0.00
100039192	1.697	LOC100039192	0.00	0.00	9.37	1.00
100039193	1.247	LOC100039193	0.00	0.00	0.06	1.00
100039194	23.789	LOC100039194	0.00	0.00	0.00	0.00
100039195	29.710	LOC100039195	0.00	0.00	0.00	0.00
100039196	0.690	LOC100039196	0.05	0.04	0.03	0.00
100039197	34.723	LOC100039197	0.00	0.00	0.01	1.00
100039198	23.630	LOC100039198	0.00	0.00	0.03	1.00
100039199	0.561	LOC100039199	0.12	0.11	0.13	0.33
100039200	0.538	LOC100039200	0.60	0.56	1.01	0.57
100039201	0.817	LOC100039201	0.00	0.00	0.00	0.00
100039202	44.764	LOC100039202	0.01	0.01	0.02	0.63
100039203	0.784	LOC100039203	0.04	0.04	0.24	0.87
100039204	2.099	LOC100039204	0.00	0.00	0.00	0.00
100039205	4.710	LOC100039205	0.00	0.00	0.00	0.00
100039206	0.992	LOC100039206	57.23	53.33	231.86	0.82
100039208	3.682	LOC100039208	0.00	0.00	0.00	0.00
100039209	2.189	LOC100039209	0.00	0.00	0.00	0.00
100039210	1.121	LOC100039210	0.12	0.11	0.09	0.00
100039211	0.981	LOC100039211	0.20	0.18	0.14	0.00
100039212	2.848	LOC100039212	0.00	0.00	0.00	0.00
100039213	1.716	LOC100039213	0.00	0.00	0.05	1.00
100039214	1.379	LOC100039214	0.42	0.39	0.77	0.60
100039215	2.764	LOC100039215	0.00	0.00	0.00	0.00
100039217	4.602	LOC100039217	0.01	0.01	0.27	0.97
100039218	1.553	LOC100039218	0.00	0.00	0.17	1.00
100039219	0.636	LOC100039219	0.05	0.05	0.19	0.79
100039220	0.922	LOC100039220	0.32	0.29	1.71	0.87
100039221	8.621	LOC100039221	0.01	0.01	0.02	0.58
100039222	1.663	LOC100039222	0.00	0.00	0.00	0.00
100039223	0.703	LOC100039223	0.00	0.00	0.00	0.00
100039224	2.847	LOC100039224	0.00	0.00	0.00	0.00
100039225	1.045	LOC100039225	0.00	0.32	0.25	0.00
100039226	0.630	LOC100039226	0.00	0.00	0.07	1.00
100039227	2.334	LOC100039227	0.00	0.00	0.01	1.00
100039228	1.037	LOC100039228	5.25	6.71	44.42	0.88
100039229	2.244	LOC100039229	0.03	0.03	0.09	0.73
100039231	0.216	LOC100039231	0.00	0.00	0.11	1.00
100039232	1.868	LOC100039232	2.26	0.97	0.76	0.00
100039233	3.842	LOC100039233	0.00	0.00	0.04	1.00
100039234	0.396	LOC100039234	0.00	0.00	0.00	0.00
100039235	2.057	LOC100039235	0.13	0.10	0.15	0.47
100039236	2.790	LOC100039236	0.00	0.00	0.00	0.00
100039237	0.630	LOC100039237	0.00	0.00	0.00	0.00
100039238	0.366	LOC100039238	0.00	0.00	0.00	0.00
100039239	1.082	LOC100039239	0.00	0.00	0.00	0.00
100039240	1.097	LOC100039240	0.00	0.00	0.00	0.00
100039241	0.627	LOC100039241	0.10	0.10	0.08	0.00
100039242	1.368	LOC100039242	0.00	0.00	0.00	0.00
100039243	2.758	LOC100039243	1.14	1.06	1.43	0.42
100039244	0.483	LOC100039244	0.00	0.00	0.00	0.00
100039245	0.870	LOC100039245	0.00	0.00	0.00	0.00
100039246	1.553	LOC100039246	0.00	0.00	0.45	1.00
100039247	1.003	LOC100039247	0.00	0.00	13.10	1.00
100039248	1.834	LOC100039248	0.00	0.00	0.00	0.00
100039249	1.173	LOC100039249	0.00	0.00	0.00	0.00
100039250	1.275	LOC100039250	0.00	0.00	0.00	0.00
100039252	0.684	LOC100039252	0.81	0.75	3.89	0.85
100039253	32.039	LOC100039253	0.18	0.17	0.21	0.38
100039254	3.027	LOC100039254	0.03	0.03	0.05	0.57
100039255	2.002	LOC100039255	0.00	0.00	0.01	1.00
100039256	2.267	LOC100039256	0.03	0.03	1.22	0.98
100039257	1.651	LOC100039257	0.00	0.00	9.63	1.00
100039258	2.270	LOC100039258	0.53	0.49	1.01	0.62
100039259	1.190	LOC100039259	0.00	0.00	0.00	0.00
100039260	0.956	LOC100039260	0.03	0.03	0.02	0.00
100039261	1.861	LOC100039261	0.00	0.08	0.08	0.17
100039262	17.196	LOC100039262	0.01	0.01	0.01	0.47
100039263	3.070	LOC100039263	0.03	0.03	0.07	0.66
100039264	4.525	LOC100039264	0.00	0.00	0.07	1.00
100039265	0.722	LOC100039265	0.22	0.00	0.00	0.00
100039266	0.411	LOC100039266	0.00	0.00	0.17	1.00
100039267	1.575	LOC100039267	0.00	0.00	0.00	0.00
100039268	0.644	LOC100039268	0.00	0.00	0.00	0.00
100039269	3.058	LOC100039269	0.01	0.01	0.01	0.00
100039271	2.702	LOC100039271	0.00	0.00	0.00	0.00
100039272	1.293	LOC100039272	0.00	0.00	0.00	0.00
100039273	10.112	LOC100039273	0.01	0.01	0.02	0.54
100039274	0.499	LOC100039274	0.13	0.12	0.09	0.00
100039275	23.535	LOC100039275	0.03	0.02	0.03	0.49
100039276	1.353	LOC100039276	0.00	0.00	0.00	0.00
100039277	0.411	LOC100039277	0.00	0.00	0.00	0.00
100039278	0.557	LOC100039278	0.00	0.00	0.04	1.00
100039279	0.513	LOC100039279	0.00	0.00	0.00	0.00
100039280	1.716	LOC100039280	0.00	0.00	0.05	1.00
100039281	0.982	LOC100039281	1.72	1.59	15.34	0.92
100039282	2.591	LOC100039282	0.03	0.02	0.02	0.00
100039284	1.689	LOC100039284	0.15	0.12	0.14	0.31
100039285	19.806	LOC100039285	0.00	0.00	0.00	1.00
100039286	3.078	LOC100039286	0.05	0.05	0.07	0.44
100039287	1.054	LOC100039287	0.12	0.11	0.11	0.21
100039288	0.607	LOC100039288	0.00	0.00	0.19	1.00
100039289	1.690	LOC100039289	0.04	0.04	0.13	0.76
100039290	0.589	LOC100039290	0.00	0.00	0.12	1.00
100039291	0.869	LOC100039291	0.00	0.00	0.00	0.00
100039292	0.913	LOC100039292	0.07	0.07	0.60	0.91
100039293	2.334	LOC100039293	0.00	0.00	0.01	1.00
100039294	2.189	LOC100039294	0.00	0.00	0.00	0.00
100039295	2.756	LOC100039295	0.00	0.00	0.08	1.00
100039296	10.686	LOC100039296	0.01	0.01	0.02	0.66
100039297	7.643	LOC100039297	0.00	0.00	0.02	1.00
100039298	0.885	LOC100039298	0.11	0.10	0.13	0.40
100039299	0.483	LOC100039299	0.00	0.00	0.05	1.00
100039300	0.496	LOC100039300	0.33	0.30	3.70	0.94
100039301	5.051	LOC100039301	0.00	0.00	0.00	0.00
100039302	0.561	LOC100039302	0.00	0.00	0.34	1.00
100039303	0.423	LOC100039303	2.30	2.14	2.73	0.39
100039304	0.283	LOC100039304	0.11	0.11	0.50	0.83
100039305	0.886	LOC100039305	0.81	0.75	8.16	0.93
100039307	0.614	LOC100039307	0.00	0.00	0.00	0.00
100039308	0.571	LOC100039308	0.11	0.11	0.09	0.00
100039309	0.306	LOC100039309	0.00	0.00	0.00	0.00
100039310	0.330	LOC100039310	0.00	0.00	0.07	1.00
100039311	1.232	LOC100039311	0.08	0.07	0.07	0.26
100039312	0.754	LOC100039312	0.00	0.00	0.00	0.00
100039313	35.730	LOC100039313	0.01	0.01	0.02	0.48
100039314	0.619	LOC100039314	0.00	0.00	0.00	0.00
100039315	2.892	LOC100039315	0.00	0.00	0.00	0.00
100039316	0.564	LOC100039316	22.16	20.55	320.46	0.95
100039317	0.692	LOC100039317	0.05	0.04	0.03	0.00
100039318	0.228	LOC100039318	0.14	0.13	0.10	0.00
100039319	0.474	LOC100039319	0.00	0.00	0.00	0.00
100039320	2.786	LOC100039320	0.00	0.00	0.00	0.00
100039321	1.107	LOC100039321	0.00	0.00	0.00	0.00
100039322	0.368	LOC100039322	0.00	0.00	2.18	1.00
100039323	6.054	LOC100039323	0.00	0.00	0.00	0.00
100039324	1.097	LOC100039324	0.00	0.00	0.00	0.00
100039325	0.256	LOC100039325	0.00	0.00	0.00	0.00
100039326	0.452	LOC100039326	0.00	0.00	0.00	0.00
100039327	0.807	LOC100039327	0.04	0.04	0.32	0.90
100039328	32.594	LOC100039328	0.00	0.00	0.00	1.00
100039329	0.303	LOC100039329	0.00	0.00	0.00	0.00
100039330	1.849	LOC100039330	0.02	0.02	0.02	0.00
100039331	6.054	LOC100039331	0.00	0.00	0.00	0.00
100039332	0.314	LOC100039332	0.00	0.00	0.00	0.00
100039334	3.682	LOC100039334	0.00	0.00	0.00	0.00
100039335	7.179	LOC100039335	0.01	0.01	0.01	0.30
100039336	0.951	LOC100039336	0.08	0.09	0.19	0.64
